Sample,SiO2,Al2O3,Fe2O3,MgO,Na2O,CaO,K2O,TiO2,MnO,P2O5,LOI,Stratigraphic Unit,Stratigraphic Age,Reference,interpreted_age,Age Reference,Notes,,In CMIBS,Age in SGP?
C18,56.45,24,7.74,1.34,0.78,0.08,4.53,0.62,0.01,0.1,5.07,Timeball Hill Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2322,Wronkiewicz (1989) [thesis],,,N,N
D27,59.62,23.33,5.49,1.02,0.85,0.4,4.33,0.7,0.01,0.06,4.27,Timeball Hill Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2322,Wronkiewicz (1989) [thesis],,,N,N
CDV116,58.63,21.16,9.31,1.97,0.91,1.3,4.25,0.71,0.05,0.5,3.85,Timeball Hill Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2322,Wronkiewicz (1989) [thesis],,,N,N
MSF28,59.18,23.93,6.93,1.06,0.72,0.29,4.25,0.72,0.06,0.14,4.05,Timeball Hill Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2322,Wronkiewicz (1989) [thesis],,,N,N
MSF29,54.55,23.95,9.76,1.72,0.41,0.33,4.11,0.81,0.07,0.16,4.49,Timeball Hill Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2322,Wronkiewicz (1989) [thesis],,,N,N
WBK13,60.02,22.35,7.8,1.66,0.35,0.14,4.1,0.73,0.05,0.07,3.85,Timeball Hill Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2322,Wronkiewicz (1989) [thesis],,,N,N
D59,56.6,25.65,8.74,1.51,0.73,0.08,4.06,0.79,0.06,0.09,2.9,Timeball Hill Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2322,Wronkiewicz (1989) [thesis],,,N,N
D32,50.85,23.92,11.91,2.65,0.76,0.14,4.05,1.11,0.04,0.09,4.39,Timeball Hill Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2322,Wronkiewicz (1989) [thesis],,,N,N
MSF21,58.81,20.75,8.69,2.22,0.56,0.53,3.99,0.7,0.05,0.16,4.24,Timeball Hill Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2322,Wronkiewicz (1989) [thesis],,,N,N
D107,54.98,24.46,6.59,1.18,1.43,0.39,3.99,0.79,0.03,0.09,4.59,Timeball Hill Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2322,Wronkiewicz (1989) [thesis],,,N,N
D30,54.55,21.22,11.75,2.27,0.68,0.41,3.88,0.91,0.07,0.44,4.68,Timeball Hill Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2322,Wronkiewicz (1989) [thesis],,,N,N
CDV122,56.12,23.38,8.64,1.91,0.76,0.19,3.88,0.77,0.05,0.12,4.45,Timeball Hill Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2322,Wronkiewicz (1989) [thesis],,,N,N
D106,59.73,20.55,8.66,0.84,0.47,0.04,3.84,0.74,0.03,0.09,4.88,Timeball Hill Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2322,Wronkiewicz (1989) [thesis],,,N,N
WBK15,66.81,18.41,4.37,1.36,0.38,0.57,3.78,0.67,0.03,0.05,5.95,Timeball Hill Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2322,Wronkiewicz (1989) [thesis],,,N,N
D63,68.25,16.01,7.69,2.04,0.38,0.05,3.69,0.59,0.03,0.09,2.26,Timeball Hill Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2322,Wronkiewicz (1989) [thesis],,,N,N
C78,62.61,19.05,7.38,2.57,0.79,0.05,3.67,0.53,0.02,0.06,4.35,Timeball Hill Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2322,Wronkiewicz (1989) [thesis],,,N,N
WBK11,64.57,17.3,7.2,2.09,1.94,1.13,3.63,0.74,0.05,0.13,2.88,Timeball Hill Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2322,Wronkiewicz (1989) [thesis],,,N,N
CDV127,65.85,17.97,4.79,1.23,0.57,0.8,3.62,0.69,0.04,0.05,5.07,Timeball Hill Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2322,Wronkiewicz (1989) [thesis],,,N,N
CDV125,57.56,22.12,8.21,1.8,0.55,0.5,3.45,0.71,0.05,0.21,5.67,Timeball Hill Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2322,Wronkiewicz (1989) [thesis],,,N,N
D61,55.39,22.75,10.56,1.94,0.91,0.27,3.41,0.81,0.06,0.23,4.24,Timeball Hill Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2322,Wronkiewicz (1989) [thesis],,,N,N
CDV121,38.42,24.07,22.71,1.9,0.53,1.5,3.38,0.76,0.07,1.07,5.08,Timeball Hill Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2322,Wronkiewicz (1989) [thesis],,,N,N
WBK14,59.13,21.79,7.84,1.86,0.56,0.7,3.36,0.73,0.05,0.24,5,Timeball Hill Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2322,Wronkiewicz (1989) [thesis],,,N,N
C21,59.16,20.82,8.66,1.85,0.94,0.13,3.32,0.74,0.04,0.06,3.94,Timeball Hill Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2322,Wronkiewicz (1989) [thesis],,,N,N
C16,54.76,26.68,8.7,1.73,1,0.34,3.25,0.74,0.05,0.21,3.07,Timeball Hill Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2322,Wronkiewicz (1989) [thesis],,,N,N
D23,59.85,21.76,7.85,1.06,0.86,0.63,3.1,0.76,0.03,0.18,4.21,Timeball Hill Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2322,Wronkiewicz (1989) [thesis],,,N,N
MSF27,59.98,20.78,6.78,1.44,0.95,0.38,3.07,0.62,0.06,0.08,5.82,Timeball Hill Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2322,Wronkiewicz (1989) [thesis],,,N,N
CDV124,56.81,22.11,8.62,2.06,0.34,1.19,3.06,0.71,0.05,0.4,5.26,Timeball Hill Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2322,Wronkiewicz (1989) [thesis],,,N,N
MSF23,61.47,20.08,7.15,1.5,0.61,0.32,3.05,0.7,0.04,0.09,4.52,Timeball Hill Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2322,Wronkiewicz (1989) [thesis],,,N,N
D29,60.63,23.78,4.4,1.36,1.02,2.15,2.88,0.34,0.01,0.13,2.82,Timeball Hill Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2322,Wronkiewicz (1989) [thesis],,,N,N
CDV117,64.22,17.42,7.83,1.81,0.95,0.7,2.83,0.62,0.05,0.09,4.03,Timeball Hill Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2322,Wronkiewicz (1989) [thesis],,,N,N
MSF22,64.64,16.61,6.9,2.09,0.55,1.4,2.78,0.53,0.04,0.07,4.73,Timeball Hill Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2322,Wronkiewicz (1989) [thesis],,,N,N
C77,58.85,23.05,10.14,2.66,0.43,0.19,2.74,0.68,0.16,0.16,2.06,Timeball Hill Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2322,Wronkiewicz (1989) [thesis],,,N,N
C19,51.69,26.14,11.51,2.22,0.85,0.8,2.67,0.76,0.04,0.54,3.46,Timeball Hill Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2322,Wronkiewicz (1989) [thesis],,,N,N
CDV114,63.47,17.37,6.74,2.41,3.11,2,2.57,0.8,0.07,0.15,3.85,Timeball Hill Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2322,Wronkiewicz (1989) [thesis],,,N,N
MSF12,64.56,15.43,6.74,2.08,0.63,3.15,2.39,0.53,0.05,0.11,5,Timeball Hill Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2322,Wronkiewicz (1989) [thesis],,,N,N
MSF25,57.87,21.53,7.58,1.59,1.16,0.53,2.24,0.72,0.05,0.06,6.9,Timeball Hill Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2322,Wronkiewicz (1989) [thesis],,,N,N
MSF11,65.56,13.98,7.49,2.52,1.12,2.82,1.85,0.51,0.06,0.13,4.73,Timeball Hill Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2322,Wronkiewicz (1989) [thesis],,,N,N
C214,68.37,14.98,4.27,2.74,2.53,0.83,1.8,0.64,0.09,0.05,4.21,Timeball Hill Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2322,Wronkiewicz (1989) [thesis],,,N,N
CDV119,31.16,23.22,31.36,2.9,0.56,0.24,1.67,0.78,0.11,0.08,5.94,Timeball Hill Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2322,Wronkiewicz (1989) [thesis],,,N,N
WBK12,71.64,12.67,4.86,1.76,2.06,1.77,1.42,0.48,0.06,0.11,3.29,Timeball Hill Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2322,Wronkiewicz (1989) [thesis],,,N,N
D31,71.78,10.56,11.32,1.57,0.34,0.23,0.89,0.53,0.06,0.14,2.64,Timeball Hill Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2322,Wronkiewicz (1989) [thesis],,,N,N
CDV12,56.82,24.04,8.97,1.14,0.83,0.24,2.09,1,0.05,0.14,4.15,Strubenkop Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2200,Wronkiewicz (1989) [thesis],,,N,N
CDV13,55.24,24.7,10.53,1.49,0.56,0.3,1.9,0.96,0.07,0.23,4.83,Strubenkop Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2200,Wronkiewicz (1989) [thesis],,,N,N
CDV15,54.46,24.33,10.36,1.67,0.69,0.25,1.82,1,0.08,0.18,4.87,Strubenkop Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2200,Wronkiewicz (1989) [thesis],,,N,N
CDV11,56.19,12.99,23.4,1.31,0.61,0.12,0.69,0.51,0.06,0.06,2.87,Strubenkop Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2200,Wronkiewicz (1989) [thesis],,,N,N
CDV14,66.72,19.81,7.63,1.12,0.31,0.09,0.66,0.8,0.05,0.08,3.89,Strubenkop Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2200,Wronkiewicz (1989) [thesis],,,N,N
D75,67.1,14.8,5.64,2.51,2.45,1.08,4.08,0.67,0.07,0.32,1.47,Silverton Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2150,Wronkiewicz (1989) [thesis],,,N,N
D99,61.56,19.79,5.92,0.89,0.62,0.06,3.96,0.89,0.03,0.02,5.35,Silverton Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2150,Wronkiewicz (1989) [thesis],,,N,N
C87,70.48,15.3,3.77,0.36,1.4,0.38,3.91,0.95,0.05,0.08,3.91,Silverton Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2150,Wronkiewicz (1989) [thesis],,,N,N
D73,58.16,20.55,8.12,2.68,0.41,0.07,3.78,0.76,0.06,0.04,4.95,Silverton Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2150,Wronkiewicz (1989) [thesis],,,N,N
D70,67.11,16.04,5.07,2.38,0.23,0.26,3.71,0.58,0.04,0.04,3.78,Silverton Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2150,Wronkiewicz (1989) [thesis],,,N,N
D87,59.1,20.11,9.19,3.56,1.5,0.49,3.41,0.81,0.08,0.08,2.08,Silverton Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2150,Wronkiewicz (1989) [thesis],,,N,N
D97,56.76,18.78,11.51,2.02,1.07,0.58,3.39,0.75,0.06,0.06,5.22,Silverton Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2150,Wronkiewicz (1989) [thesis],,,N,N
C58,58.13,20.28,8.23,3.15,0.72,0.12,3.3,0.73,0.07,0.04,4.86,Silverton Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2150,Wronkiewicz (1989) [thesis],,,N,N
D84,57.84,21.54,7.55,1.75,0.72,0.25,3.26,0.77,0.05,0.05,5.51,Silverton Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2150,Wronkiewicz (1989) [thesis],,,N,N
D85,57.78,20.76,8.8,3.31,0.47,0.2,3.13,0.7,0.06,0.06,4.59,Silverton Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2150,Wronkiewicz (1989) [thesis],,,N,N
D88,57.88,21.72,8.99,3.23,0.63,0.12,3.09,0.7,0.05,0.02,4.29,Silverton Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2150,Wronkiewicz (1989) [thesis],,,N,N
D80,66.08,14.33,5.46,2.62,2.65,0.93,3.08,0.64,0.06,0.21,3.75,Silverton Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2150,Wronkiewicz (1989) [thesis],,,N,N
C86,67.77,17.11,2.1,0.68,0.25,0.07,3.07,1.13,0.04,0.08,7.9,Silverton Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2150,Wronkiewicz (1989) [thesis],,,N,N
D82,58.34,18.43,9.7,2.75,0.34,0.16,2.92,0.8,0.09,0.07,5.9,Silverton Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2150,Wronkiewicz (1989) [thesis],,,N,N
D72,59.95,21.71,7.22,2.2,1.57,0.17,2.84,0.85,0.05,0.07,4.17,Silverton Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2150,Wronkiewicz (1989) [thesis],,,N,N
D113,58.32,21.67,7.49,2.68,1.79,0.73,2.78,0.75,0.07,0.07,3.54,Silverton Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2150,Wronkiewicz (1989) [thesis],,,N,N
D86,57.19,20.24,9.35,3.24,0.59,0.25,2.77,0.66,0.05,0.04,5.26,Silverton Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2150,Wronkiewicz (1989) [thesis],,,N,N
D83,58.17,20.33,7.65,2.47,0.84,0.24,2.72,0.71,0.06,0.07,5.67,Silverton Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2150,Wronkiewicz (1989) [thesis],,,N,N
D81,62.63,18.39,8.61,3.39,1.73,0.56,2.69,0.77,0.1,0.08,1.88,Silverton Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2150,Wronkiewicz (1989) [thesis],,,N,N
D71,60.42,22.52,5.39,2.06,1.72,0.13,2.56,0.78,0.04,0.04,4.08,Silverton Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2150,Wronkiewicz (1989) [thesis],,,N,N
D79,69.44,13.45,5.48,2.92,2.1,0.6,2.53,0.62,0.07,0.15,3.1,Silverton Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2150,Wronkiewicz (1989) [thesis],,,N,N
D114,64.44,16.59,8.64,2.77,1.15,0.37,2.37,0.65,0.06,0.03,1.93,Silverton Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2150,Wronkiewicz (1989) [thesis],,,N,N
C213,54.91,14.3,9.87,8.13,4.43,6.3,0.38,0.7,0.13,0.07,1.2,Silverton Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2150,Wronkiewicz (1989) [thesis],,,N,N
D95,58.65,15.41,9.88,4.09,3.03,1.83,0.16,0.6,0.05,0.05,5.25,Silverton Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2150,Wronkiewicz (1989) [thesis],,,N,N
C90,62.76,18.55,7.33,1.24,0.44,0.02,6.08,0.75,0.03,0.05,2.96,Waterberg Shale,Paleoproterozoic,Wronkiewicz (1989) [thesis],2051,Wronkiewicz (1989) [thesis],,,N,N
C181,51.4,19.25,13.48,3.55,1.43,1.08,5.03,1.39,0.08,0.18,3.64,Soutpansberg Shales,Paleoproterozoic,Wronkiewicz (1989) [thesis],2000,Wronkiewicz (1989) [thesis],,,N,N
C168,45.66,37.19,0.68,0.38,0.09,0.09,0.2,1.54,0.02,0.29,14.18,Soutpansberg Shales,Paleoproterozoic,Wronkiewicz (1989) [thesis],2000,Wronkiewicz (1989) [thesis],,,N,N
C169,45.22,37.41,0.74,0.09,0.22,0.07,0.17,1.04,0.01,0.27,14.56,Soutpansberg Shales,Paleoproterozoic,Wronkiewicz (1989) [thesis],2000,Wronkiewicz (1989) [thesis],,,N,N
DB11,73.42,13.21,1.74,0.82,4.32,0.21,4.28,0.15,0.12,0.02,1.67,East Junggar Basin,Carboniferous,Yang et al 2012,328.9,Yang et al 2012,,,N,N
DX173913.2,60.03,16.17,7.32,2.08,1.27,1.03,2.75,0.74,0.08,0.27,7.93,East Junggar Basin,Carboniferous,Yang et al 2012,328.9,Yang et al 2012,,,N,N
LN12,57,19.1,5.75,1.59,1.94,0.85,2.7,0.88,0.08,0.17,9.21,East Junggar Basin,Carboniferous,Yang et al 2012,328.9,Yang et al 2012,,,N,N
LN13,54.1,16.46,8.32,2.27,1.47,2,2.43,0.69,0.32,0.14,11.31,East Junggar Basin,Carboniferous,Yang et al 2012,328.9,Yang et al 2012,,,N,N
LN11,44.78,14.66,12.79,3.99,1.13,3.97,2.22,0.68,0.33,0.13,15.75,East Junggar Basin,Carboniferous,Yang et al 2012,328.9,Yang et al 2012,,,N,N
20-19,65.81,18.11,5.88,1.78,0.09,0.07,4.79,0.9,0.01,0.1,3.19,Big Cottonwood,Neoproterozoic,Young 2002,925,Young 2002,,,N,N
20-18,63.07,18.16,7.49,1.52,0.11,0.04,3.68,0.95,0.05,0.11,3.37,Big Cottonwood,Neoproterozoic,Young 2002,925,Young 2002,,,N,N
91-50,88.75,3.53,3.32,1.12,0.24,0.02,0.8,0.21,0.03,0.06,1.49,Mineral Fork Tillite,Neoproterozoic,Young 2002,708,Young 2002,Till,,N,N
91-51,83.03,7.68,1.54,0.89,0.4,0.06,2.73,0.43,0.01,0.1,2.18,Mineral Fork Tillite,Neoproterozoic,Young 2002,707,Young 2002,Till,,N,N
91-55,82.4,7.39,2.44,1.49,0.33,0.24,2.62,0.47,0.02,0.08,2.09,Mineral Fork Tillite,Neoproterozoic,Young 2002,706,Young 2002,Till,,N,N
91-58,72.12,9.13,4.74,3.03,0.99,1.8,2.82,0.55,0.07,0.1,4.39,Mineral Fork Tillite,Neoproterozoic,Young 2002,705,Young 2002,Till,,N,N
91-59,72.83,10.03,4.25,2.22,1.14,1.11,2.97,0.58,0.05,0.14,3.98,Mineral Fork Tillite,Neoproterozoic,Young 2002,704,Young 2002,Till,,N,N
91-30,69.57,10.67,5.4,3.13,0.47,1.47,3.79,0.64,0.06,0.15,3.48,Mineral Fork Tillite,Neoproterozoic,Young 2002,703,Young 2002,Till,,N,N
91-40,73.47,8.85,4.83,3.41,1,2.83,2.23,0.51,0.11,0.09,1.5,Mineral Fork Tillite,Neoproterozoic,Young 2002,702,Young 2002,Till,,N,N
91-42,68.21,12.34,6.21,3.67,1.16,2.66,3.07,0.66,0.13,0.13,1.3,Mineral Fork Tillite,Neoproterozoic,Young 2002,701,Young 2002,Till,,N,N
91-36,51.66,20.19,11.78,3.28,0.82,0.53,6.3,0.95,0.1,0.21,3.58,Mineral Fork,Neoproterozoic,Young 2002,700,Young 2002,,,N,N
20-16,60.96,18.96,5.16,2.43,0.12,0.12,6.19,0.95,0.02,0.17,4.28,Mineral Fork,Neoproterozoic,Young 2002,700,Young 2002,,,N,N
91-31,59.12,19.19,6.47,2.98,0.96,1.04,5.57,0.97,0.11,0.16,2.89,Mineral Fork,Neoproterozoic,Young 2002,700,Young 2002,,,N,N
91-43,59.81,18.13,7.8,2.89,1.13,1.18,5.49,0.97,0.09,0.17,2.6,Mineral Fork,Neoproterozoic,Young 2002,700,Young 2002,,,N,N
91-53,63.61,16.82,4.97,2.66,0.43,0.15,5.37,0.94,0.04,0.14,3.88,Mineral Fork,Neoproterozoic,Young 2002,700,Young 2002,,,N,N
20-22,57.61,19.55,7.86,2.6,0.51,0.4,5.22,1.13,0.03,0.29,5.17,Mineral Fork,Neoproterozoic,Young 2002,700,Young 2002,,,N,N
20-23,60.31,19.92,5.73,2.14,0.4,0.34,5.15,1.02,0.03,0.19,5.18,Mineral Fork,Neoproterozoic,Young 2002,700,Young 2002,,,N,N
91-38,60.15,18.83,6.05,3.33,0.99,1.16,5.13,0.94,0.11,0.15,3.2,Mineral Fork,Neoproterozoic,Young 2002,700,Young 2002,,,N,N
20-25,60.41,16.59,8.5,2.28,0.12,0.32,4.87,0.81,0.04,0.21,5.58,Mineral Fork,Neoproterozoic,Young 2002,700,Young 2002,,,N,N
20-15,69.43,13.76,4.4,2.4,0.08,0.16,4.68,0.76,0.04,0.14,3.09,Mineral Fork,Neoproterozoic,Young 2002,700,Young 2002,,,N,N
20-21,65.8,15.79,4.85,2.24,0.69,0.24,4.51,0.91,0.02,0.18,4.29,Mineral Fork,Neoproterozoic,Young 2002,700,Young 2002,,,N,N
91-45,49.62,18.95,14.78,3.7,2.21,3.96,4.23,0.96,0.08,0.28,1.49,Mineral Fork,Neoproterozoic,Young 2002,700,Young 2002,,,N,N
91-48,61.01,14.86,8.74,3.65,0.93,3.02,3.95,0.86,0.12,0.19,1.79,Mineral Fork,Neoproterozoic,Young 2002,700,Young 2002,,,N,N
91-52,78.25,9.33,3.72,1.89,0.35,0.08,3.27,0.45,0.02,0.1,2.2,Mineral Fork,Neoproterozoic,Young 2002,700,Young 2002,,,N,N
91-47,66.9,10.93,10.47,3.52,0.87,2.25,2.51,0.62,0.1,0.18,1.5,Mineral Fork Tillite,Neoproterozoic,Young 2002,700,Young 2002,Till,,N,N
GY97309,52.23,29.5,1.27,0.8,0.16,0.09,8.46,1.69,0.01,0.06,4.62,Cedarberg Fm,Paleozoic,Young et al 2004,464.6,Young et al 2004,,,N,N
GY97311,45.01,29.15,7.47,3.12,0.1,0.13,7.71,1.73,0.08,0.06,5.88,Cedarberg Fm,Paleozoic,Young et al 2004,464.6,Young et al 2004,,,N,N
AB-909,52.46,20.55,8.47,3.35,0.06,0.18,5.68,0.8,0.06,0.1,6.55,Cedarberg Fm,Paleozoic,Young et al 2004,464.6,Young et al 2004,,,N,N
AB-908,52.19,19.99,8.9,3.43,0.05,0.17,5.54,0.8,0.06,0.09,6.84,Cedarberg Fm,Paleozoic,Young et al 2004,464.6,Young et al 2004,,,N,N
AB-910,53.21,20.33,8.41,3.46,0.05,0.16,5.43,0.91,0.06,0.09,5.73,Cedarberg Fm,Paleozoic,Young et al 2004,464.6,Young et al 2004,,,N,N
AB-996,53.91,20.72,7.85,3.49,0.07,0.22,5.41,0.99,0.06,0.14,5.13,Cedarberg Fm,Paleozoic,Young et al 2004,464.6,Young et al 2004,,,N,N
AB-993,53.17,20.86,8.66,3.68,0.06,0.21,5.38,0.99,0.08,0.12,5.31,Cedarberg Fm,Paleozoic,Young et al 2004,464.6,Young et al 2004,,,N,N
AB-906,50.5,18.59,10.67,3.52,0.04,0.16,5.27,0.72,0.06,0.08,8.13,Cedarberg Fm,Paleozoic,Young et al 2004,464.6,Young et al 2004,,,N,N
AB-999,54.02,20.27,8.19,3.48,0.06,0.3,5.26,0.96,0.06,0.2,5.38,Cedarberg Fm,Paleozoic,Young et al 2004,464.6,Young et al 2004,,,N,N
AB-905,56.86,15.6,9.48,2.73,0.05,0.17,4.51,0.78,0.09,0.09,7.88,Cedarberg Fm,Paleozoic,Young et al 2004,464.6,Young et al 2004,,,N,N
AB-900,64.77,15.6,5.6,2.93,0.04,0.34,4.46,0.79,0.03,0.2,3.71,"Pakhuis Formation, Table Mountain Group",Paleozoic,Young et al 2004,464.6,Young et al 2004,Till,,N,N
AB-899,64.93,15.09,5.73,2.79,0.04,0.34,4.31,0.78,0.26,0.19,3.76,"Pakhuis Formation, Table Mountain Group",Paleozoic,Young et al 2004,464.6,Young et al 2004,Till,,N,N
AB-904,72.92,12.68,3.19,2.03,0.04,0.35,3.84,0.69,0.03,0.21,2.78,Cedarberg Fm,Paleozoic,Young et al 2004,464.6,Young et al 2004,,,N,N
GY97314,66.35,11.24,4.45,2.26,0.05,4.17,3.76,0.61,0.12,0.17,5.97,"Pakhuis Formation, Table Mountain Group",Paleozoic,Young et al 2004,464.6,Young et al 2004,Till,,N,N
GY97313,66.98,11.38,4.27,2.31,0.38,3.89,3.47,0.61,0.11,0.18,5.62,"Pakhuis Formation, Table Mountain Group",Paleozoic,Young et al 2004,464.6,Young et al 2004,Till,,N,N
GY97312,66.44,11.14,4.28,2.22,0.4,4.55,3.25,0.6,0.12,0.17,6.05,"Pakhuis Formation, Table Mountain Group",Paleozoic,Young et al 2004,464.6,Young et al 2004,Till,,N,N
NI09,71.7,9.84,3.49,4.24,0.25,1.52,2.98,0.461,0.005,0.08,5.6,Lower Snow Fm,Upper Arenig,Young-Mitchell 1999 (Thesis),475.2,Young-Mitchell 1999 (Thesis),,,N,N
NI12,79.3,8.02,0.74,0.49,0.06,1.2,1.71,0.41,0.005,0.62,7.2,Lower Snow Fm,Upper Arenig,Young-Mitchell 1999 (Thesis),475.2,Young-Mitchell 1999 (Thesis),,,N,N
NI15,81.3,8.49,0.86,0.67,0.11,1.69,1.64,0.451,0.04,1.1,3.8,Lower Snow Fm,Upper Arenig,Young-Mitchell 1999 (Thesis),475.2,Young-Mitchell 1999 (Thesis),,,N,N
NI06,91,3.79,0.32,0.43,0.005,0.31,1.07,0.181,0.005,0.05,3.2,Lower Snow Fm,Upper Arenig,Young-Mitchell 1999 (Thesis),475.2,Young-Mitchell 1999 (Thesis),,,N,N
NI31,70.2,14.1,2.08,2.24,0.04,0.28,4.22,0.697,0.005,0.08,6.25,Snow Fm,Llanvirn-Arenig,Young-Mitchell 1999 (Thesis),471.3,Young-Mitchell 1999 (Thesis),,,N,N
NI58,76.3,10.2,1.8,1.29,0.06,0.17,4.32,0.682,0.005,0.54,4.95,Upper Snow Fm,Llanvirn,Young-Mitchell 1999 (Thesis),467.9,Young-Mitchell 1999 (Thesis),,,N,N
NI64,81,8.89,1.57,1.07,0.03,0.18,3.42,0.355,0.005,0.21,3.35,Upper Snow Fm,Llanvirn,Young-Mitchell 1999 (Thesis),467.9,Young-Mitchell 1999 (Thesis),,,N,N
NI61a,80.5,7.68,2.34,0.93,0.05,0.14,3.04,0.396,0.005,0.23,4.75,Upper Snow Fm,Llanvirn,Young-Mitchell 1999 (Thesis),467.9,Young-Mitchell 1999 (Thesis),,,N,N
NI71,65,11,4.56,0.68,0.23,4.67,2.6,0.599,0.005,3.47,6.95,Upper Snow Fm,Llanvirn,Young-Mitchell 1999 (Thesis),467.9,Young-Mitchell 1999 (Thesis),,,N,N
NI61b,85.2,6.14,1.38,0.76,0.03,0.14,2.6,0.29,0.005,0.26,3.25,Upper Snow Fm,Llanvirn,Young-Mitchell 1999 (Thesis),467.9,Young-Mitchell 1999 (Thesis),,,N,N
NI61,85.1,6.2,1.74,0.7,0.03,0.08,2.5,0.314,0.005,0.29,3.25,Upper Snow Fm,Llanvirn,Young-Mitchell 1999 (Thesis),467.9,Young-Mitchell 1999 (Thesis),,,N,N
NI70,81.7,7.74,0.91,0.99,0.02,0.69,2.42,0.46,0.08,0.005,4.9,Upper Snow Fm,Llanvirn,Young-Mitchell 1999 (Thesis),467.9,Young-Mitchell 1999 (Thesis),,,N,N
NI55,75.3,7.47,1.65,0.84,3.57,3.74,0.18,0.353,0.02,3.08,2.85,Upper Snow Fm,Llanvirn,Young-Mitchell 1999 (Thesis),467.9,Young-Mitchell 1999 (Thesis),,,N,N
